time_s,x1,x2,y
5.6,0.5322599853,1.480939572,0.5627226391
5.61,-0.6828700048,0.5641150048,-1.816393055
5.62,0.6751321177,-0.6550804694,2.435530518
5.63,-1.950732103,1.466131287,-5.564444686
5.64,-0.9563678172,0.9214212559,-2.7174752
5.65,1.088131979,0.4253016369,2.77111735
5.66,-0.2267284834,0.6755317307,-0.7450135149
5.67,1.373637202,0.1487866056,3.55966608
5.68,0.8418021033,0.463821429,2.092251365
5.69,0.1844247369,0.5198231636,0.4138768787
5.7,0.7635411805,1.001313928,1.49311633
5.71,0.0125138269,0.7753191842,-0.2059774238
5.72,1.715989279,0.7392648781,4.086514549
5.73,-1.655605573,1.941614452,-5.21944093
5.74,0.9980063883,0.6836544723,2.32053229
5.75,-0.4369270877,-1.655822415,0.371175198
5.76,-1.108915766,0.2286273327,-2.647484591
5.77,-0.4250078736,-0.4781707267,-0.3920800201
5.78,0.2336785584,1.093907782,0.121777185
5.79,-0.4503469688,0.9059607235,-1.451692117
5.8,-1.318423324,-0.4443009806,-2.699652345
5.81,-0.01701088378,-0.4949760033,0.5815399658
5.82,0.385033858,-1.688126403,2.486444715
5.83,0.7938177631,-0.4285303087,2.557350148
5.84,-0.1009393272,-2.887608278,2.001372549
5.85,1.199342659,-0.1363147809,3.379684865
5.86,-0.4426683627,1.011800055,-1.515218887
5.87,-0.3693723299,0.356425015,-0.8893115645
5.88,-0.9486252227,0.1514601619,-2.191496546
5.89,0.1170268989,1.078190497,-0.1949225892
5.9,-0.710161413,0.2528999897,-1.683171037
5.91,-0.1198179251,0.04139000492,-0.0409614378
5.92,-0.05797201316,-0.695943737,0.6669763252
5.93,-2.774579375,-1.202232077,-5.807822125
5.94,0.2924963066,0.8817726231,0.3663048376
5.95,-0.8900404851,-0.06131165518,-1.908666709
5.96,0.7958957733,-1.269275842,3.149429863
5.97,-0.8180886768,-1.22321655,-0.8828001697
5.98,-0.1001797647,-0.2053000209,0.2072135592
5.99,0.2816407186,0.28523807,0.7831355267
6,-0.1406493104,-0.489352,0.2672213867
6.01,-0.003838312699,0.3281054835,0.1085606703
6.02,-0.6510605333,1.668791354,-2.500455154
6.03,-0.00370670185,-1.366553751,1.194292048
6.04,1.927323434,-1.337326095,6.080554382
6.05,0.4343020131,-1.252386889,2.24429557
6.06,0.27802438,0.1960783766,0.8249075289
6.07,0.8307891572,0.2218097278,2.233773732
6.08,0.9538650457,0.1150705236,2.617791445
6.09,0.1551633991,0.4784492145,0.3472526292
6.1,0.115995017,0.3238357026,0.3888306122
6.11,-0.6646456826,0.518094601,-1.629424886
6.12,1.214685137,-0.3912380454,3.585681347
6.13,0.5419846369,0.143503727,1.5590457
6.14,0.9682595511,0.0633122564,2.65072339
6.15,-0.712985069,-0.4180091967,-1.188088603
6.16,-1.498165158,0.2709573949,-3.601640944
6.17,-0.2552240115,-0.4699599085,0.02013211966
6.18,0.6350720208,-0.03882018251,1.870466653
6.19,-0.8969051445,1.059629763,-2.701163096
6.2,-1.336251358,0.6288614891,-3.473184815
6.21,-0.7511558622,0.07804935251,-1.630921265
6.22,-2.382168698,-0.23880634,-5.486200105
6.23,-1.393639324,-0.05011762116,-3.143871122
6.24,-0.2139473714,-0.01519205282,-0.2018981849
6.25,-1.980207415,-0.4805301119,-4.294401237
6.26,0.2193752301,0.3159549706,0.6112319008
6.27,-0.3036478552,1.266327316,-1.361645482
6.28,0.08562993041,-0.3123661546,0.7383737242
6.29,1.27986811,-0.6314003967,3.954572621
6.3,0.2317087154,0.8882048631,0.267913456
6.31,1.875660509,0.01472213524,5.001046088
6.32,-0.07675003263,-2.537849288,1.894067168
6.33,-0.08751986067,-0.5068960576,0.4733557273
6.34,-1.142565786,-0.4462212166,-2.240051828
6.35,1.67635872,0.09721430701,4.43346719
6.36,0.2261900767,0.229986655,0.6854604992
6.37,-1.065816865,-0.211280844,-2.226794879
6.38,-0.9158084088,-1.426371151,-0.9935560017
6.39,-0.1163215199,0.2014500151,-0.129355091
6.4,-0.4203319229,0.3288682583,-0.9695353707
6.41,-0.4576587072,0.6669387118,-1.265972863
6.42,1.010893595,-1.33497648,3.752305707
6.43,0.1742606778,-1.384395995,1.733687886
6.44,1.187729038,-1.252308254,4.135057692
6.45,0.8213087257,0.002698340251,2.416598246
6.46,1.339412268,0.8411733711,3.074946601
6.47,-1.162812811,-2.566417221,-0.8120978628
6.48,-1.503812824,-0.1683989005,-3.370165447
6.49,-0.08613089964,1.929577645,-1.257803653
6.5,-1.799172827,-1.813065352,-2.879311324
6.51,1.420762154,1.598854006,2.742025082
6.52,-0.2927092113,-2.060827409,0.9577639425
6.53,0.5991572669,0.9429741132,1.114688379
6.54,-1.66414436,-0.7384129503,-3.334085323
6.55,1.170383698,0.1487580857,3.129722526
6.56,0.1599074297,0.07848880177,0.6789393624
6.57,-0.4679443196,1.720748338,-2.068466978
6.58,0.7269336226,0.8173735667,1.534618221
6.59,-1.036599903,1.31160149,-3.202369322
6.6,0.589203863,1.485613772,0.7306966986
6.61,0.8349570052,0.5469257154,2.030170737
6.62,0.6279402737,1.39727563,0.8633434542
6.63,-0.006398970944,0.4650626275,-0.03366898905
6.64,0.9035970757,0.2481650245,2.430970548
6.65,-1.502140585,0.0526698156,-3.480218567
6.66,-1.297086978,-0.4846997783,-2.613276228
6.67,-0.1544383598,-0.2440749553,0.08282801667
6.68,-0.5009566971,-1.797429789,0.3236260266
6.69,-0.1769245752,-0.2211279334,0.03441397856
6.7,-2.114994496,-0.2760686557,-4.783408946
6.71,-0.1674402499,-0.121515542,-0.067476705
6.72,-0.3301263701,1.515298745,-1.618803972
6.73,0.1872767665,-0.1869705332,0.8909712177
6.74,1.188214384,-0.963432495,3.91580921
6.75,1.921303238,0.4840695741,4.763696097
6.76,-0.7439571587,2.480509378,-3.315694505
6.77,-0.5892583829,-0.6119914001,-0.7159590322
6.78,-1.850124041,1.053975279,-5.122621127
6.79,-1.963422686,0.1302045448,-4.723406413
6.8,-0.6682120578,0.5173669423,-1.718644996
6.81,0.3010681664,-0.6568488024,1.529456737
6.82,-1.840287404,-0.2402470588,-4.140346117
6.83,-0.2286830358,0.2604046516,-0.4610398419
6.84,-0.1125886207,1.73602924,-1.189723458
6.85,-1.320001048,-0.1968993908,-2.886371438
6.86,0.6540379881,0.4964851837,1.619073388
6.87,-1.037233966,1.406093184,-3.294513103
6.88,-1.357468134,0.1114880341,-3.181442794
6.89,-1.251276664,2.917221806,-4.864553537
6.9,0.3279606146,1.09794939,0.369626684
6.91,-1.637016762,-1.262611388,-2.848881063
6.92,-0.3915008636,-1.419946819,0.3178921863
6.93,0.6959703769,-1.355024188,2.986021718
6.94,0.02256142854,-1.087360203,1.1141586
6.95,0.2211346179,-0.9001514855,1.476050911
6.96,-0.1573125328,-0.5434767483,0.2666222275
6.97,1.209307001,3.530146771,0.8473439399
6.98,0.236178609,0.3292504994,0.6289238817
6.99,0.7760137876,0.2146479894,2.049997684
7,0.3061968944,-0.4630410406,1.427594179
7.01,0.2784699581,-0.8638138126,1.622954095
7.02,1.214291119,-1.805990057,4.597041373
7.03,-1.369657707,-0.3548019626,-2.889762931
7.04,0.8834972624,-0.006247483524,2.492967254
7.05,2.353924191,0.657291703,5.748632884
7.06,-0.0660678158,-2.136697796,1.627273817
7.07,-0.6839102398,0.01564767659,-1.464144096
7.08,1.10946401,0.6667975591,2.588843738
7.09,1.66363877,1.469872316,3.414756899
7.1,1.157562279,0.4738962133,2.861904594
7.11,0.1460264881,0.6992001209,0.1683215169
7.12,1.683565024,1.036823972,3.81400038
7.13,0.4749822903,-1.457143271,2.496437804
7.14,-0.3667010007,-1.000262081,0.03567867395
7.15,0.1005214398,-0.2954308249,0.7359963017
7.16,0.09630846066,-0.04591130406,0.5502391318
7.17,0.7242827721,0.6301012817,1.633287994
7.18,1.129943562,0.1788659178,2.993722828
7.19,-0.3027830123,-2.045662743,0.9571360204
7.2,0.4467193266,-0.9748270577,2.064438719
7.21,0.708498753,-1.65464289,3.248253872
7.22,0.8644907208,2.421529861,0.7902670783
7.23,-0.2354522424,0.8363105894,-0.8999978688
7.24,2.050251823,-0.2852742695,5.627436772
7.25,1.464138625,-1.046905433,4.646701351
7.26,0.406077567,0.3217145761,1.085299936
7.27,-1.250827724,-0.8303014507,-2.248239098
7.28,-1.289672349,-1.780543933,-1.688171665
7.29,-1.011187146,-0.4149695413,-1.959474884
7.3,1.0151292,-0.3792449368,3.112155129
7.31,0.507341543,-0.00340271578,1.575712815
7.32,-1.156045875,-1.005090619,-1.906412115
7.33,-1.137271948,-0.9438211052,-1.874561371
7.34,0.7342230327,0.7201369654,1.622269985
7.35,-0.507511684,-1.070324245,-0.2119285881
7.36,0.006034901976,0.1046746715,0.2628882824
7.37,0.9108973702,1.1028403,1.792968684
7.38,-0.5062868953,2.215836874,-2.528616101
7.39,1.378911391,1.040391138,3.01558607
7.4,-1.711006324,-0.3020868718,-3.789991503
7.41,-0.9114025671,-1.970663376,-0.5896485252
7.42,1.871631264,-0.4995232691,5.302620882
7.43,-0.03690995271,1.113848568,-0.5849176163
7.44,-0.5946902373,0.4343291892,-1.465214057
7.45,1.33467609,-0.4220227794,3.96850222
7.46,0.553429114,-0.7224222562,2.161037064
7.47,-1.137992422,-1.471862176,-1.529940101
7.48,-0.989159599,1.477483845,-3.218510748
7.49,-0.5950302524,0.6332587248,-1.614391664
7.5,2.520238771,-0.4330262653,6.915672592
7.51,-0.242334522,-0.2484040279,-0.1314263999
7.52,1.109921871,-0.1401861207,3.141031426
7.53,1.158020387,-0.2753646301,3.379709641
7.54,-1.63519607,0.8479421534,-4.372990823
7.55,-0.9530784494,-0.6622069914,-1.595301142
7.56,2.439436459,-0.7150325551,6.943823636
7.57,0.3198314625,-1.050743582,1.846747751
7.58,0.8312130673,1.638215878,1.181597983
7.59,2.132099925,0.83751668,5.041898568
7.6,-1.493182761,0.429301723,-3.731928856
7.61,1.12622306,0.9107138283,2.508487746
7.62,0.543225779,-0.8973488412,2.288186071
7.63,-0.8121571352,0.313214097,-2.006190464
7.64,0.8672266355,-0.6248985705,2.912754066
7.65,-1.105340052,-1.462187245,-1.41975717
7.66,0.02613160084,0.6814149574,-0.1029863287
7.67,0.118143715,0.1606047321,0.4836648513
7.68,0.6381884555,-0.3700851393,2.139067334
7.69,-1.545912501,-0.2270588926,-3.379308499
7.7,0.2454123958,0.6410175808,0.4619898796
7.71,-0.4156965452,-1.283607203,0.1793730793
7.72,-0.4500814778,-0.346250133,-0.623207631
7.73,-1.239889721,-1.586290144,-1.715545995
7.74,0.9555542938,-1.471481568,3.749964197
7.75,-0.3107806592,-0.7169279144,0.03301587643
7.76,-0.09566649179,-0.06236345981,0.1054460699
7.77,-0.6719554638,-0.1149631233,-1.278057745
7.78,0.3311401157,-0.2019263882,1.262050046
7.79,1.331262782,-0.944765803,4.271370147
7.8,-0.3540852991,-0.362775389,-0.3060862385
7.81,0.7515871675,-2.718667935,4.114189416
7.82,0.9785262186,-0.8610038712,3.400042432
7.83,0.7087462852,0.01436099815,2.10647677
7.84,0.3014720553,-1.495126245,2.173928944
7.85,-0.4189035575,1.87869139,-2.045208793
7.86,2.351287066,-1.265645427,7.078359693
7.87,1.245214823,0.832275943,2.81391331
7.88,-1.541323659,-1.206553563,-2.710455499
7.89,1.224251506,0.7384296851,2.835696745
7.9,1.210214555,1.52583144,2.25193243
7.91,1.000615521,1.768545551,1.587381452
7.92,1.114429381,1.977978856,1.698676537
7.93,0.2097297234,0.9970699531,0.1307642399
7.94,1.329101342,1.039349693,2.887446087
7.95,0.1345434862,-1.025747606,1.323834093
7.96,-0.329459873,-1.079351709,0.220131439
7.97,0.1250563172,0.5189028278,0.246977066
7.98,0.9102792637,-0.8610755765,3.150993414
7.99,0.6140796314,-0.8328334568,2.418103467
8,-1.267538607,-0.5759106438,-2.496483099
8.01,-0.5610514643,1.252735187,-1.97312488
8.02,-0.9083921816,1.620911057,-3.134655201
8.03,-0.8797464339,-0.634578642,-1.457194602
8.04,0.8030316725,-0.8527077869,2.878768861
8.05,0.6411908543,-0.4797943982,2.244964871
8.06,1.684406776,0.5137382914,4.154838425
8.07,-0.5012077661,-0.1007582703,-0.8759701944
8.08,0.04040594075,-0.8347561352,0.9329232556
8.09,-1.274950481,1.043406793,-3.614434618
8.1,-1.435526447,-1.10199676,-2.491589822
8.11,-0.4520565653,-1.048782362,-0.09981817554
8.12,-2.17712024,-1.630679695,-3.98574119
8.13,1.697108315,-2.58787685,6.356082237
8.14,0.9105451025,0.08876776189,2.532941992
8.15,0.7844824067,0.4247984893,1.940605254
8.16,0.2944505876,0.883945453,0.4653858233
8.17,0.1572922125,0.6002369114,0.2410734787
8.18,1.172396098,0.9457691553,2.6114072
8.19,-0.15834667,-0.30035832,0.1364454001
8.2,1.044938006,0.02606819319,2.862261674
8.21,-1.325703032,0.1050683273,-3.073285488
8.22,0.7033866962,1.660215772,0.8978776068
8.23,0.4818805816,1.068193986,0.7624627146
8.24,0.8568589975,-0.05724721542,2.402304729
8.25,0.5123792697,-1.355500002,2.535913133
8.26,0.2728820406,-0.4291530033,1.253522548
8.27,0.7557996854,1.295264208,1.259514052
8.28,-2.835844145,0.4869701599,-7.174928684
8.29,1.403871857,-0.7720902868,4.347156653
8.3,0.5630029639,0.971372116,1.022555422
8.31,0.0282257156,0.1105036518,0.2682986232
8.32,0.06554251008,-0.3997964246,0.7479455686
8.33,0.2100476383,-0.3763055921,1.092976795
8.34,0.5347688666,-2.481473977,3.389040466
8.35,1.097511363,1.28883624,2.121195643
8.36,-0.5085676204,-0.4058960796,-0.7152052255
8.37,-0.4298004568,0.210936561,-0.8884512805
8.38,-1.110503723,-0.6062420108,-2.029144549
8.39,-0.2194142312,0.09081539333,-0.323655226
8.4,0.9616445324,-0.8160428655,3.27705822
8.41,-0.2334409282,0.5335863556,-0.676501035
8.42,-0.5800894587,0.8296931483,-1.723215464
8.43,2.144043187,-0.07159033452,5.710667125
8.44,0.2805546651,0.6005882766,0.6079176036
8.45,-0.916094179,-1.362607964,-1.085912591
8.46,-2.817466734,-0.02382553799,-6.742741287
8.47,-0.6376041037,-0.6178992025,-0.8449393646
8.48,-0.9838498624,-1.133955694,-1.357867617
8.49,-0.3738146908,1.457829997,-1.661730694
8.5,0.8093524922,-0.8130624,2.859755498
8.51,0.1645017913,-0.4905955669,1.088243573
8.52,0.7126388356,0.4404911588,1.774853807
8.53,-0.9951107397,-0.4761981819,-1.850002397
8.54,0.8943208856,1.840939453,1.251235894
8.55,-1.176307677,-1.907864283,-1.373474847
8.56,0.1877424843,0.4826188745,0.4309786902
8.57,-1.379497613,-1.905018648,-1.802486019
8.58,0.6014683374,1.043878562,1.077723695
8.59,1.117693006,-0.841734234,3.716677981
8.6,0.5427299375,1.756920646,0.4537120762
8.61,-1.017453352,-0.7203852951,-1.769514371
8.62,1.393244095,0.5651575363,3.403472807
8.63,3.250599509,-0.2024882227,8.599182403
8.64,0.07999617995,1.105656443,-0.2735889267
8.65,0.06306384001,0.4075485618,0.1708699376
8.66,-0.1631771903,-1.772990215,1.15294143
8.67,0.3473371195,1.219747289,0.2828772221
8.68,-0.9692735541,-1.597496217,-1.053471955
8.69,-2.86179497,-2.620150403,-5.018100937
8.7,0.9985424384,-0.4759838306,3.081456449
8.71,0.647357021,-1.518053397,2.973630196
8.72,2.283365581,-0.9940983403,6.651352809
8.73,0.05946919097,1.036443065,-0.2593094479
8.74,-0.1877060578,1.199734967,-1.040756808
8.75,1.325006404,0.6936800273,3.054142371
8.76,-1.034058585,0.6306977948,-2.739927116
8.77,1.761696712,0.8767992019,4.042747133
8.78,-0.5462022522,0.4954014309,-1.41825785
8.79,0.2803147363,1.451582943,-0.03643271087
8.8,-0.3095634052,1.583976932,-1.602847334
8.81,0.3059259174,1.594860819,-0.07178790059
8.82,0.4294129902,-2.190455962,2.953551876
8.83,-0.3037120891,0.02315994385,-0.477021954
8.84,1.255016225,0.1936206629,3.278518427
8.85,-0.8251227743,-1.504853599,-0.7085148971
8.86,-1.060398126,0.7590438312,-2.891655561
8.87,1.073069499,-1.063728374,3.743376486
8.88,1.213863572,-0.3149210155,3.573139359
8.89,-0.9611112035,0.3132602648,-2.318535485
8.9,-0.5488668768,0.8686947951,-1.712071535
8.91,0.3210911398,0.277684792,0.8687322578
8.92,-0.2853974402,-0.153764615,-0.3188653762
8.93,-0.1781147691,1.907670402,-1.479408965
8.94,-0.4569303798,0.01587587263,-0.8504576838
8.95,1.861064431,-0.5854564974,5.411808865
8.96,-1.201444435,0.9285100425,-3.361132529
8.97,1.507405714,2.658859596,2.199066226
8.98,-0.4744593984,-1.494526482,0.144043224
8.99,0.2774481598,-0.4183506233,1.282582314
