time,input2,output2,input1,output1
8.64,0.0,0.1665530995516356,1.0,1.2484435992029883
8.66,0.0,0.16722306312811594,1.0,1.2600209377019072
8.68,0.0,0.16669045204064856,1.0,1.2726661267156636
8.700000000000001,0.0,0.16578975984861244,1.0,1.2795458473497603
8.72,0.0,0.1674330026848748,1.0,1.2829241056157845
8.74,0.0,0.16608775953263175,1.0,1.2875810304848512
8.76,0.0,0.16604102543757063,1.0,1.2899003445481065
8.78,0.0,0.16713259809993808,1.0,1.2925344690785818
8.8,1.0,0.166104914394139,-1.0,1.2935851221546004
8.82,1.0,0.2254407110247262,-1.0,0.6959991965949595
8.84,1.0,0.25952403838555377,-1.0,0.24711388214356816
8.86,1.0,0.27938456212249924,-1.0,-0.08907168604358812
8.88,1.0,0.2863833548976571,-1.0,-0.34170011367047926
8.9,1.0,0.2928080157622674,-1.0,-0.5310771538315234
8.92,1.0,0.29790567904144927,-1.0,-0.6751719705308995
8.94,1.0,0.29774936294025245,-1.0,-0.7793232097152986
8.96,1.0,0.2990526507070555,-1.0,-0.860685176372958
8.98,1.0,0.29959314478703064,-1.0,-0.919874574035996
9.0,0.0,0.29951410410669294,1.0,-0.9645372549848897
9.02,0.0,0.2380823765922975,1.0,-0.39926829897144184
9.040000000000001,0.0,0.2064520025797546,1.0,0.026461921697800057
9.06,0.0,0.188245341867924,1.0,0.3444865864969629
9.08,0.0,0.17910229836869293,1.0,0.5832490717549033
9.1,0.0,0.17287101178047823,1.0,0.7618142570775351
9.120000000000001,0.0,0.17065691229647909,1.0,0.898119797199502
9.14,0.0,0.16795317955967906,1.0,0.997326838568851
9.16,0.0,0.16783358660559822,1.0,1.0728200878637772
9.18,0.0,0.16758714198528024,1.0,1.1312102623925862
9.200000000000001,0.0,0.1676951088399869,1.0,1.1714816026160615
9.22,0.0,0.16631097764503752,1.0,1.2039773748588234
9.24,0.0,0.1660613245772848,1.0,1.2282533425815998
9.26,0.0,0.16612814264144019,1.0,1.2453095549144717
9.28,0.0,0.16892661854892707,1.0,1.2601054477460107
9.3,0.0,0.16561744735137524,1.0,1.2709725559621177
9.32,0.0,0.16555989924189607,1.0,1.277184699399669
9.34,0.0,0.1665412617729832,1.0,1.2833324296025397
9.36,0.0,0.16342218465120656,1.0,1.2874643225928437
9.38,0.0,0.16469762024575413,1.0,1.29049551218487
9.4,1.0,0.16643855679563185,-1.0,1.2929811236854212
9.42,1.0,0.22719468043735327,-1.0,0.693643659698694
9.44,1.0,0.26086458362463066,-1.0,0.2460884449830064
9.46,1.0,0.2773520294862977,-1.0,-0.08983223936176367
9.48,1.0,0.2879862534580518,-1.0,-0.34310569720496226
9.5,1.0,0.29439652578571507,-1.0,-0.5335646793525642
9.52,1.0,0.2947530140149627,-1.0,-0.6738764712043732
9.540000000000001,1.0,0.2985715730113616,-1.0,-0.7807558656568545
9.56,1.0,0.29945058281582987,-1.0,-0.8599973483026766
9.58,1.0,0.3003137014582356,-1.0,-0.9206172388464967
9.6,-1.0,0.29930977936962366,1.0,-0.966843178187109
9.620000000000001,-1.0,-0.05988311367024989,1.0,-0.29722146617017875
9.64,-1.0,-0.258832615290933,1.0,0.20012321035268757
9.66,-1.0,-0.36819704098939404,1.0,0.5743593252151911
9.68,-1.0,-0.4264807773694083,1.0,0.8557141623518116
9.700000000000001,-1.0,-0.45944151250727283,1.0,1.0665954796943902
9.72,-1.0,-0.47808923813188836,1.0,1.2275418924144748
9.74,-1.0,-0.48900792120758646,1.0,1.345773167030331
9.76,-1.0,-0.49209388680585836,1.0,1.431714238029769
9.78,-1.0,-0.49677843214927253,1.0,1.500216974809964
9.8,0.0,-0.4982153336102385,0.0,1.5496427053847075
9.82,0.0,-0.31860218674784224,0.0,1.2392060868843806
9.84,0.0,-0.2224641831909489,0.0,1.0035001719701366
9.86,0.0,-0.16527777637473398,0.0,0.8288329767535573
9.88,0.0,-0.1365294171901604,0.0,0.6962523754558062
9.9,0.0,-0.11952270270743386,0.0,0.5973735789166748
9.92,0.0,-0.10938408897886448,0.0,0.523779520969224
9.94,0.0,-0.10469218015692656,0.0,0.4675430530410913
9.96,0.0,-0.10277375084142915,0.0,0.42524772608534833
9.98,0.0,-0.10074481626492252,0.0,0.3929974859312066
10.0,0.0,-0.10156715332230765,1.0,0.3685994836124132
10.02,0.0,0.019140016702969356,1.0,0.6044061285964499
10.040000000000001,0.0,0.08653286274360072,1.0,0.7772332369585068
10.06,0.0,0.12138042537229182,1.0,0.9078080220314639
10.08,0.0,0.1417176138400569,1.0,1.0075315073262383
10.1,0.0,0.15480190066990315,1.0,1.0780944670821073
10.120000000000001,0.0,0.15875825881754216,1.0,1.136279820552775
10.14,0.0,0.16280237528070235,1.0,1.1754760317446031
10.16,0.0,0.1646587504244402,1.0,1.2072697611833534
10.18,0.0,0.16514971302102513,1.0,1.2293361915539882
10.200000000000001,0.0,0.16654132130733854,-1.0,1.2490105443051156
10.22,0.0,-0.07426872524865134,-1.0,0.7601224851779691
10.24,0.0,-0.20584322333833185,-1.0,0.3963354309439111
10.26,0.0,-0.2773084124827965,-1.0,0.1220004414376477
10.28,0.0,-0.3174333647577536,-1.0,-0.08436905177669926
10.3,0.0,-0.3384297960514736,-1.0,-0.23775832099481364
10.32,0.0,-0.35243056883321816,-1.0,-0.3538892542747771
10.34,0.0,-0.3593288560609025,-1.0,-0.43847312724679005
10.36,0.0,-0.362121064015054,-1.0,-0.505500377075539
10.38,0.0,-0.36249117354319593,-1.0,-0.5541514020887284
10.4,1.0,-0.36550672363628567,1.0,-0.590459858554539
10.42,1.0,0.17401967396327594,1.0,-0.21731149655565837
10.44,1.0,0.4705364367379636,1.0,0.061795423171248434
10.46,1.0,0.6358233402331822,1.0,0.2704538229281933
10.48,1.0,0.7228893113727971,1.0,0.4291146574839194
10.5,1.0,0.7724929397915443,1.0,0.5455398506095972
10.52,1.0,0.8018320828365545,1.0,0.6342002708230066
10.540000000000001,1.0,0.8141673773703385,1.0,0.7021890518468868
10.56,1.0,0.8239415376422834,1.0,0.7508993687831963
10.58,1.0,0.8285642407848781,1.0,0.7891101858556956
10.6,0.0,0.8316200381194533,-1.0,0.8172904814911534
10.620000000000001,0.0,0.29241482672449215,-1.0,0.4375209639782919
10.64,0.0,-0.0047470212367124965,-1.0,0.15010015449802275
10.66,0.0,-0.16669091287908494,-1.0,-0.06266897384242721
10.68,0.0,-0.25793996902783173,-1.0,-0.22105831832090353
10.700000000000001,0.0,-0.30718001323546446,-1.0,-0.3395106529087418
10.72,0.0,-0.33284839607373945,-1.0,-0.4294061693837634
10.74,0.0,-0.3477276882772815,-1.0,-0.49901820794061774
10.76,0.0,-0.3573550908423348,-1.0,-0.5488083000372322
10.78,0.0,-0.36011186256790306,-1.0,-0.5868793753129683
10.8,-1.0,-0.36398442171743733,0.0,-0.6139569630347608
10.82,-1.0,-0.5455698494631387,0.0,-0.28477556229580375
10.84,-1.0,-0.6440802765389666,0.0,-0.04106945068534398
10.86,-1.0,-0.7008136605537459,0.0,0.1450525542787347
10.88,-1.0,-0.7299823126501603,0.0,0.284245856434336
10.9,-1.0,-0.7464405670730113,0.0,0.38913251769537105
10.92,-1.0,-0.7556696749325277,0.0,0.46702154361142556
10.94,-1.0,-0.7603693144166208,0.0,0.5255195575740335
10.96,-1.0,-0.7629559257379475,0.0,0.5682228502625022
10.98,-1.0,-0.7655243298804638,0.0,0.6017840463711849
11.0,-1.0,-0.7683511565642613,0.0,0.6260148446444647
11.02,-1.0,-0.7665844823380593,0.0,0.6424138250075001
11.040000000000001,-1.0,-0.7652841868502686,0.0,0.6608549380901954
11.06,-1.0,-0.7657439123447869,0.0,0.669214795185047
11.08,-1.0,-0.7672892845524221,0.0,0.6752421823310182
11.1,-1.0,-0.7665912678554845,0.0,0.6822996868578889
11.120000000000001,-1.0,-0.7663514669483794,0.0,0.6886067430218805
11.14,-1.0,-0.7682201775240808,0.0,0.6902288483084993
11.16,-1.0,-0.7667281668031236,0.0,0.6934304306468899
11.18,-1.0,-0.7650637178969876,0.0,0.6949398580762121
11.200000000000001,0.0,-0.7658905196161454,1.0,0.6962441855912466
11.22,0.0,-0.347042923162778,1.0,0.8456035451131179
11.24,0.0,-0.11492719152700595,1.0,0.958757599665214
11.26,0.0,0.010004254720612851,1.0,1.0439171041467692
11.28,0.0,0.08024699367955766,1.0,1.1073122487324953
11.3,0.0,0.11856151842039976,1.0,1.156088716976645
11.32,0.0,0.13872551654470489,1.0,1.191783391845537
11.34,0.0,0.15218315138847005,1.0,1.2201332984620428
11.36,0.0,0.1588077751252362,1.0,1.2400436132129775
11.38,0.0,0.1621416022118046,1.0,1.256216993045782
11.4,0.0,0.1642180283286555,0.0,1.2673245789327068
11.42,0.0,0.04458907548973782,0.0,1.0227944787502041
11.44,0.0,-0.021464214814059912,0.0,0.8419737176089968
11.46,0.0,-0.05451245227284239,0.0,0.7077226244545012
11.48,0.0,-0.07653515129561123,0.0,0.6058087012148899
11.5,0.0,-0.08804171832841809,0.0,0.5294036680024504
11.52,0.0,-0.0925843256857952,0.0,0.4721469602095848
11.540000000000001,0.0,-0.09719118198838567,0.0,0.42722018045045257
11.56,0.0,-0.09920426255485715,0.0,0.39681832757100155
11.58,0.0,-0.09973597532283948,0.0,0.37214033189757684
11.6,0.0,-0.09897677262307782,0.0,0.3552423045469179
11.620000000000001,0.0,-0.10005507005208705,0.0,0.34061295582941664
11.64,0.0,-0.09896856967273109,0.0,0.330104202622048
11.66,0.0,-0.09846140134619673,0.0,0.3240259381567741
11.68,0.0,-0.10034869069202537,0.0,0.31580149929534634
11.700000000000001,0.0,-0.10139789843903856,0.0,0.31222620311573246
11.72,0.0,-0.09867526793812602,0.0,0.31050405499634187
11.74,0.0,-0.10206406935536538,0.0,0.30727284666284777
11.76,0.0,-0.10001534987634704,0.0,0.30465152252488265
11.78,0.0,-0.09866330491675716,0.0,0.30475623093918824
11.8,-1.0,-0.10098809949582195,0.0,0.3027567257049769
11.82,-1.0,-0.40055337350664333,0.0,0.402019892980527
11.84,-1.0,-0.5651602987752876,0.0,0.4774921215278673
11.86,-1.0,-0.6568747201454467,0.0,0.5321978469365765
11.88,-1.0,-0.7060927383136307,0.0,0.57471004575203
11.9,-1.0,-0.7331281258000609,0.0,0.6046354261237689
11.92,-1.0,-0.7486292599666603,0.0,0.6283610667159822
11.94,-1.0,-0.7561579390846371,0.0,0.6468660658695243
11.96,-1.0,-0.760618043151029,0.0,0.6600827856481699
11.98,-1.0,-0.7651267386023863,0.0,0.6711139381683654
12.0,-1.0,-0.7637622540153217,0.0,0.6769050383611626
12.02,-1.0,-0.7648646150263688,0.0,0.6829730718436018
12.040000000000001,-1.0,-0.7657120161015545,0.0,0.6874058158515245
12.06,-1.0,-0.7660057041697759,0.0,0.6900959066603204
12.08,-1.0,-0.7668428386749214,0.0,0.6928447009976322
12.1,-1.0,-0.7653141052323492,0.0,0.6926411376022309
12.120000000000001,-1.0,-0.768447939381946,0.0,0.697341159057172
12.14,-1.0,-0.7684862097833592,0.0,0.6978874619079065
12.16,-1.0,-0.7650358877083857,0.0,0.6981491499649938
12.18,-1.0,-0.7665169004771056,0.0,0.6979943288350999
12.200000000000001,1.0,-0.7663800651868037,-1.0,0.7003440549864494
12.22,1.0,-0.28713089089601357,-1.0,0.2494420714589438
12.24,1.0,-0.02236969333057041,-1.0,-0.08836193942337825
12.26,1.0,0.12175041866186426,-1.0,-0.34006150211165304
12.280000000000001,1.0,0.20193419443322055,-1.0,-0.5306197417511046
12.3,1.0,0.2489912904485844,-1.0,-0.6724596282952668
12.32,1.0,0.26872777787763896,-1.0,-0.7805917138442137
12.34,1.0,0.28416690881154216,-1.0,-0.861949138185317
12.36,1.0,0.2926737391398739,-1.0,-0.9191067765647104
12.38,1.0,0.2938818962649209,-1.0,-0.9643927192058247
12.4,1.0,0.29697778173081485,-1.0,-0.9990764084318696
12.42,1.0,0.2981797979610547,-1.0,-1.0245205845805798
12.44,1.0,0.30062834796053084,-1.0,-1.0417761551257965
12.46,1.0,0.297284538064522,-1.0,-1.0585094368924064
12.48,1.0,0.302048343651657,-1.0,-1.069262695043224
12.5,1.0,0.2982566907401489,-1.0,-1.0757588588783251
12.52,1.0,0.3002448457833447,-1.0,-1.0808091798437864
12.540000000000001,1.0,0.3026374057700552,-1.0,-1.085360184817846
12.56,1.0,0.29912471287508097,-1.0,-1.0904559043231972
12.58,1.0,0.2985145127705533,-1.0,-1.0924644913496782
12.6,-1.0,0.2998529413776651,-1.0,-1.0934067188145078
12.620000000000001,-1.0,-0.3011417052269995,-1.0,-0.8973104011470154
12.64,-1.0,-0.6286909277192955,-1.0,-0.7459358720383344
12.66,-1.0,-0.8120182596295805,-1.0,-0.6357723860621961
12.68,-1.0,-0.9113723296996501,-1.0,-0.5520475034354713
12.700000000000001,-1.0,-0.9652804096816733,-1.0,-0.4898888188657498
12.72,-1.0,-0.9952678031856472,-1.0,-0.4426207992954421
12.74,-1.0,-1.0143819528718745,-1.0,-0.4051473974393224
12.76,-1.0,-1.022858974813833,-1.0,-0.37957308988583865
12.780000000000001,-1.0,-1.027062151858068,-1.0,-0.3607027058282859
12.8,-1.0,-1.0305791146581653,-1.0,-0.34241213815743204
12.82,-1.0,-1.0306606230403978,-1.0,-0.3342293402771544
12.84,-1.0,-1.0317103144531277,-1.0,-0.32496300572781195
12.86,-1.0,-1.0328622572168518,-1.0,-0.3164740104956073
12.88,-1.0,-1.032443691564717,-1.0,-0.31341947545737076
12.9,-1.0,-1.0343785216024204,-1.0,-0.3103027507057562
12.92,-1.0,-1.0311120844841208,-1.0,-0.30730639402730026
12.94,-1.0,-1.0339043629609521,-1.0,-0.3078292391197587
12.96,-1.0,-1.033736963466887,-1.0,-0.3043588446373482
12.98,-1.0,-1.032951666777326,-1.0,-0.30343795624661113
13.0,-1.0,-1.0335175230730105,1.0,-0.3040655641422116
13.02,-1.0,-0.7928484421140803,1.0,0.19895805409916434
13.040000000000001,-1.0,-0.6627099362683619,1.0,0.5738401120409443
13.06,-1.0,-0.5898945243406278,1.0,0.8554719197150227
13.08,-1.0,-0.5491636025159949,1.0,1.0684170162510727
13.1,-1.0,-0.5276411615402185,1.0,1.225063208114944
13.120000000000001,-1.0,-0.511429820915281,1.0,1.3436418372393073
13.14,-1.0,-0.508314971980483,1.0,1.4337209830859177
13.16,-1.0,-0.5052515699010568,1.0,1.4989403263428167
13.18,-1.0,-0.5025537198169018,1.0,1.552443313138287
13.200000000000001,0.0,-0.5014461206070858,-1.0,1.5888242082864081
13.22,0.0,-0.43965569709276475,-1.0,1.0166790215974397
13.24,0.0,-0.4071696322291894,-1.0,0.5862812570823341
13.26,0.0,-0.3897148192979966,-1.0,0.26611143602858256
13.280000000000001,0.0,-0.37773274847140936,-1.0,0.024413166735856848
13.3,0.0,-0.37463520155063057,-1.0,-0.15803440855347964
13.32,0.0,-0.36951064658033933,-1.0,-0.29344427638718207
13.34,0.0,-0.36753009837530143,-1.0,-0.39581892661348145
13.36,0.0,-0.3689447548287444,-1.0,-0.47042706918059435
13.38,0.0,-0.3668940136678445,-1.0,-0.5288675646147257
13.4,0.0,-0.36414179345007525,-1.0,-0.569738456845583
13.42,0.0,-0.3645690948656337,-1.0,-0.6026232706938495
13.44,0.0,-0.3679846289116766,-1.0,-0.6274763728377868
13.46,0.0,-0.3663822353702801,-1.0,-0.6450955604247616
13.48,0.0,-0.36625708064300694,-1.0,-0.6597459700511291
13.5,0.0,-0.366540667915414,-1.0,-0.6688216695232189
13.52,0.0,-0.3662501406198689,-1.0,-0.6759666107524293
13.540000000000001,0.0,-0.367465078362803,-1.0,-0.6829827096179356
13.56,0.0,-0.3669253421794247,-1.0,-0.6866819039272452
13.58,0.0,-0.3678834100967609,-1.0,-0.6926778757358045
13.6,0.0,-0.3651865912075641,-1.0,-0.6929185455484287
13.620000000000001,0.0,-0.3673222223981415,-1.0,-0.6939959140105829
13.64,0.0,-0.3657455068048789,-1.0,-0.6944538904749531
13.66,0.0,-0.36599127870279974,-1.0,-0.6965147146842126
13.68,0.0,-0.3662029243093748,-1.0,-0.6975562256353004
13.700000000000001,0.0,-0.3656653962279785,-1.0,-0.6977589360170164
13.72,0.0,-0.36592742570773923,-1.0,-0.6979337502013153
13.74,0.0,-0.36598302534997595,-1.0,-0.697090187587423
13.76,0.0,-0.3664380465694919,-1.0,-0.7009296739447474
13.780000000000001,0.0,-0.3655727628640187,-1.0,-0.6999335593736717
13.8,1.0,-0.3671109698360135,-1.0,-0.698685580761771
13.82,1.0,-0.06835479427359115,-1.0,-0.8001886321172197
13.84,1.0,0.09544572439341978,-1.0,-0.8751987723941587
13.86,1.0,0.1900951330239251,-1.0,-0.9312139963450199
13.88,1.0,0.23914729329491197,-1.0,-0.9729518361580636
13.9,1.0,0.26670060821285385,-1.0,-1.0039030053827918
13.92,1.0,0.2808502957857817,-1.0,-1.0286945069049342
13.94,1.0,0.29073220436061314,-1.0,-1.0477541547592795
13.96,1.0,0.2931484616138039,-1.0,-1.05997525366697
13.98,1.0,0.2967244555796962,-1.0,-1.0711586730588665
14.0,0.0,0.29782201358031496,-1.0,-1.0771663543116283
14.02,0.0,0.0007400424230177875,-1.0,-0.9827605888027735
14.040000000000001,0.0,-0.16684813800718126,-1.0,-0.91368307446577
14.06,0.0,-0.255834868175019,-1.0,-0.8604897774253151
14.08,0.0,-0.3057019500797951,-1.0,-0.8192062331741822
14.1,0.0,-0.3328755256292581,-1.0,-0.7890925829620484
14.120000000000001,0.0,-0.34865088677788847,-1.0,-0.7666601795313265
14.14,0.0,-0.356479494546485,-1.0,-0.7502402018723061
14.16,0.0,-0.36082758634669276,-1.0,-0.7382057883961987
14.18,0.0,-0.3636430192403876,-1.0,-0.7288107943081424
14.200000000000001,0.0,-0.3643534479926847,1.0,-0.720195996037088
14.22,0.0,-0.1259790765550535,1.0,-0.2158636699972634
14.24,0.0,0.005827659328922268,1.0,0.1629935928665132
14.26,0.0,0.07852952323053182,1.0,0.44680225275388735
14.280000000000001,0.0,0.11770509638834006,1.0,0.6617284144651834
14.3,0.0,0.1407978092617076,1.0,0.8197151649652779
14.32,0.0,0.14941243313075944,1.0,0.9402746461567283
14.34,0.0,0.1581264341139631,1.0,1.0296880469585503
14.36,0.0,0.16244494708683274,1.0,1.0977434215691027
14.38,0.0,0.16279185708697375,1.0,1.1480233746025683
14.4,-1.0,0.16564889378895192,1.0,1.186377441600036
14.42,-1.0,-0.13540896243831263,1.0,1.3152989324005073
14.44,-1.0,-0.29999300053109773,1.0,1.4095895992716616
14.46,-1.0,-0.38846620738126436,1.0,1.483233194790141
14.48,-1.0,-0.43928745831427723,1.0,1.5348564551163644
14.5,-1.0,-0.4683285480292867,1.0,1.5799967318977124
14.52,-1.0,-0.4836443428812641,1.0,1.6101492196955802
14.540000000000001,-1.0,-0.4906093464603103,1.0,1.632355748380514
14.56,-1.0,-0.4943505246287119,1.0,1.6487083387862458
14.58,-1.0,-0.49611858382011015,1.0,1.663140433863879
14.6,-1.0,-0.4968291627903639,1.0,1.6723763656336934
14.620000000000001,-1.0,-0.49767585147991983,1.0,1.6788454988234474
14.64,-1.0,-0.49924205488570333,1.0,1.6841889924584776
14.66,-1.0,-0.5002043207289301,1.0,1.6878456171888672
14.68,-1.0,-0.5016432213115812,1.0,1.6906006355746472
14.700000000000001,-1.0,-0.5001912539932842,1.0,1.6929124049640256
14.72,-1.0,-0.49843805319025164,1.0,1.6947286341310996
14.74,-1.0,-0.5009377760596152,1.0,1.6959506417216603
14.76,-1.0,-0.4975053795823475,1.0,1.6975872787652195
14.780000000000001,-1.0,-0.49893826364888927,1.0,1.6972154154932395
14.8,0.0,-0.49947836446823607,0.0,1.6985007597147912
14.82,0.0,-0.3202378993346257,0.0,1.3481210675750765
14.84,0.0,-0.21926267951128814,0.0,1.086843841934733
14.86,0.0,-0.16605280462976466,0.0,0.8897406785715949
14.88,0.0,-0.13649062136328394,0.0,0.7438592766552659
14.9,0.0,-0.11903321077866266,0.0,0.6347571094100815
14.92,0.0,-0.11249208491155527,0.0,0.5476173043146436
14.94,0.0,-0.10717703615426885,0.0,0.4853049125888028
14.96,0.0,-0.10389279852131833,0.0,0.4390948010973683
14.98,0.0,-0.10151287647579083,0.0,0.4085263612084483
15.0,-1.0,-0.10147621087691248,0.0,0.37896180881726593
15.02,-1.0,-0.402363233467104,0.0,0.45819655680833277
15.040000000000001,-1.0,-0.5653127313590184,0.0,0.5189404760030882
15.06,-1.0,-0.6580552639271466,0.0,0.5651287501772682
15.08,-1.0,-0.7050884138132264,0.0,0.5983692415322753
15.1,-1.0,-0.732691470041453,0.0,0.6252350677081278
15.120000000000001,-1.0,-0.747204127468539,0.0,0.6435230966647528
15.14,-1.0,-0.757532785372665,0.0,0.6556607791368254
15.16,-1.0,-0.7611387991147044,0.0,0.667543010980966
15.18,-1.0,-0.7634222223780868,0.0,0.6765089326360963
15.200000000000001,0.0,-0.7659554256203766,0.0,0.6798634607724353
15.22,0.0,-0.4633177993489072,0.0,0.5847771997469137
15.24,0.0,-0.30144190533474635,0.0,0.5156601925670631
15.26,0.0,-0.2103144325097487,0.0,0.4600710060501201
15.280000000000001,0.0,-0.16263042483066076,0.0,0.42000813216175825
15.3,0.0,-0.13384667943028294,0.0,0.3902138556680585
15.32,0.0,-0.11941217959090748,0.0,0.3679682161912107
15.34,0.0,-0.1094037619688986,0.0,0.35003489307502045
15.36,0.0,-0.10546346974232111,0.0,0.3371637113900529
15.38,0.0,-0.10084664255367878,0.0,0.3297783670260423
15.4,1.0,-0.1019864505569431,0.0,0.3225470361825125
15.42,1.0,0.1985740767040577,0.0,0.2141593204078416
15.44,1.0,0.36492480917446846,0.0,0.1382113364056381
15.46,1.0,0.454747341735674,0.0,0.07740109309889003
15.48,1.0,0.5069858540404842,0.0,0.03189547473273777
15.5,1.0,0.5325965773422665,0.0,0.0006587614062991418
15.52,1.0,0.548026095863401,0.0,-0.025229277016740752
15.540000000000001,1.0,0.5573393972446448,0.0,-0.04401101937173363
15.56,1.0,0.5603552677451121,0.0,-0.05846394804764396
15.58,1.0,0.5652268810434963,0.0,-0.06940204937368484
15.6,-1.0,0.565403067563791,-1.0,-0.0754259626641026
15.620000000000001,-1.0,-0.15516177762879224,-1.0,-0.1312868956798068
15.64,-1.0,-0.5504703344036578,-1.0,-0.17383499303404798
15.66,-1.0,-0.7667335747508027,-1.0,-0.20707334259300178
15.68,-1.0,-0.8874483294788337,-1.0,-0.2290477617790827
15.700000000000001,-1.0,-0.9522520168059425,-1.0,-0.24713333377603577
15.72,-1.0,-0.9894374190457313,-1.0,-0.2614633133659861
15.74,-1.0,-1.0104716244696976,-1.0,-0.2717210697661705
15.76,-1.0,-1.020012442055901,-1.0,-0.2783180126308711
15.780000000000001,-1.0,-1.0261744696160389,-1.0,-0.28331577666058966
15.8,-1.0,-1.0296476741642708,1.0,-0.28834537595601956
15.82,-1.0,-0.7919676981976252,1.0,0.20673087445015323
15.84,-1.0,-0.6616038081242295,1.0,0.582101517787083
15.860000000000001,-1.0,-0.5893254204609236,1.0,0.863444058981632
15.88,-1.0,-0.5496394298317624,1.0,1.0720063016367476
15.9,-1.0,-0.5251122505081451,1.0,1.2291189489554044
15.92,-1.0,-0.5126729662153342,1.0,1.348053935003331
15.94,-1.0,-0.507018670096103,1.0,1.435711112042637
15.96,-1.0,-0.5055112625934812,1.0,1.500009783961062
15.98,-1.0,-0.503298626562726,1.0,1.5512955515032028
16.0,1.0,-0.5019165636862349,0.0,1.5872496530496985
16.02,1.0,-0.0191164481164043,0.0,1.1673146000665937
16.04,1.0,0.24274174466777898,0.0,0.8489118200179202
16.06,1.0,0.3894906871414631,0.0,0.6116800045967429
16.080000000000002,1.0,0.4681025657323392,0.0,0.43401909097591707
16.1,1.0,0.511813530266801,0.0,0.3016332937278041
16.12,1.0,0.5354728601702551,0.0,0.19939363283881786
16.14,1.0,0.550495714687602,0.0,0.12274393455071558
16.16,1.0,0.5586077662621067,0.0,0.06942365703988368
16.18,1.0,0.5626938706002845,0.0,0.027349380824275748
16.2,-1.0,0.5639875239879534,-1.0,-0.0052385003853071075
16.22,-1.0,-0.15316098354126736,-1.0,-0.07859853822172061
16.240000000000002,-1.0,-0.5502089068375006,-1.0,-0.1329595109254334
16.26,-1.0,-0.7680125657954746,-1.0,-0.17687627868566783
16.28,-1.0,-0.8866839068757375,-1.0,-0.20534531980515727
16.3,-1.0,-0.9519726102536243,-1.0,-0.23075252829647866
16.32,-1.0,-0.9895189867278799,-1.0,-0.2473748248554373
16.34,-1.0,-1.011497028644019,-1.0,-0.26099030197248096
16.36,-1.0,-1.020364451146353,-1.0,-0.26917166104567175
16.38,-1.0,-1.0265834472975037,-1.0,-0.2776344364029494
16.4,1.0,-1.0301035057731487,-1.0,-0.2832932143296569
16.42,1.0,-0.4302784114509654,-1.0,-0.4870044359366787
16.44,1.0,-0.10150886925293885,-1.0,-0.6407251070537057
16.46,1.0,0.07881597282074773,-1.0,-0.7568527455029763
16.48,1.0,0.17722793340378346,-1.0,-0.8422355023570446
16.5,1.0,0.23228597660349212,-1.0,-0.9047553723692913
16.52,1.0,0.263644962610746,-1.0,-0.9551504973413577
16.54,1.0,0.28160339875193935,-1.0,-0.9914711245127455
16.56,1.0,0.28935197148873015,-1.0,-1.0201540590312363
16.580000000000002,1.0,0.29492202249978516,-1.0,-1.0405896647088158
16.6,1.0,0.2983898998120733,-1.0,-1.0548552187797737
16.62,1.0,0.29871329607748964,-1.0,-1.0662304987044784
16.64,1.0,0.30008713264077885,-1.0,-1.0743350732797603
16.66,1.0,0.2976668216933495,-1.0,-1.080191890230948
16.68,1.0,0.29809440033284373,-1.0,-1.084229831805871
16.7,1.0,0.2993545592718345,-1.0,-1.0917073347239634
16.72,1.0,0.2989127003660024,-1.0,-1.0933334416381655
16.740000000000002,1.0,0.301148474255849,-1.0,-1.0928250981154632
16.76,1.0,0.30060250440343134,-1.0,-1.094702475858064
16.78,1.0,0.30047989506565764,-1.0,-1.0956703177121632
16.8,0.0,0.3015754484306771,1.0,-1.0959587547424223
16.82,0.0,0.23780485336265428,1.0,-0.4964628924447494
16.84,0.0,0.2071910407914081,1.0,-0.04852015500426667
16.86,0.0,0.18960762490183347,1.0,0.2870876601896079
16.88,0.0,0.17855179857337466,1.0,0.5403806569681399
16.9,0.0,0.17424539056896007,1.0,0.7313965492710195
16.92,0.0,0.17020341806060066,1.0,0.8735901515466687
16.94,0.0,0.16871232634423106,1.0,0.9818920204677245
16.96,0.0,0.16871155780186403,1.0,1.0594028060521614
16.98,0.0,0.16578614978557127,1.0,1.1226500565078044
17.0,0.0,0.16752652080871114,0.0,1.1645750470608467
17.02,0.0,0.04738583516672189,0.0,0.9492563921431151
17.04,0.0,-0.017508436607962516,0.0,0.7876671944865737
17.06,0.0,-0.055033361153270115,0.0,0.6651994263067021
17.080000000000002,0.0,-0.0752798038745875,0.0,0.5722705854888677
17.1,0.0,-0.08769315911380544,0.0,0.5049186633578223
17.12,0.0,-0.09239159122848599,0.0,0.454730316872909
17.14,0.0,-0.09551717768415044,0.0,0.4151033056574601
17.16,0.0,-0.09728853892013857,0.0,0.38755426393889114
17.18,0.0,-0.1003226064988291,0.0,0.36433539530626097
17.2,1.0,-0.10060467022833416,0.0,0.34908137082373575
17.22,1.0,0.2011107295721313,0.0,0.23911882011754385
17.240000000000002,1.0,0.3647353121264661,0.0,0.1535726212841527
17.26,1.0,0.4563260477785517,0.0,0.08881930086762096
17.28,1.0,0.5058551648007733,0.0,0.04251771251166717
17.3,1.0,0.5313570636318343,0.0,0.006519334585376934
17.32,1.0,0.5495103412387731,0.0,-0.022090613526544345
17.34,1.0,0.5563819132363435,0.0,-0.04104675179811178
